,PREFERRED NAME,CASRN,SMILES,use
3529,Flucetosulfuron,412928-75-7,COCC(=O)OC(C(C)F)c1ncccc1[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2,Herbicide
3540,Validamycin A,37270-94-3,OC[C@H]1C[C@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O,Fungicide
3541,Tetramycin,11076-50-9,CCC1/C=C/C=C/C=C/C=C/C(CC2OC(O)(CC(O)CC(O)C\C=C\C(=O)OC1C)CC(O)C2C(O)=O)OC3OC(C)C(O)C(N)C3O,Fungicide
3550,Econazole nitrate,68797-31-9,O[N+]([O-])=O.Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)cc1,Fungicide
3558,2-Chlorobenzenesulfonamide,6961-82-6,N[S](=O)(=O)c1ccccc1Cl,Microbiocide
3563,"1-(4,6-Dimethoxypyrimidin-2-yl)-1-[3-(ethylsulfonyl)pyridin-2-yl]urea",138724-53-5,CC[S](=O)(=O)c1cccnc1N(C(N)=O)c2nc(OC)cc(OC)n2,Herbicide
3564,Buminafos,51249-05-9,CCCCNC1(CCCCC1)[P](=O)(OCCCC)OCCCC,Insecticide
3566,Pefurazoate,101903-30-4,CCC(N(Cc1occc1)C(=O)n2ccnc2)C(=O)OCCCC=C,Fungicide
3567,Pyrimidifen,105779-78-0,CCOCCc1ccc(OCCNc2ncnc(CC)c2Cl)c(C)c1C,Insecticide
3568,Bioethanomethrin,22431-62-5,CC1(C)C(C=C2CCCC2)C1C(=O)OCc3coc(Cc4ccccc4)c3,Insecticide
3569,Flucarbazone,145026-88-6,COC1=NN(C(=O)N[S](=O)(=O)c2ccccc2OC(F)(F)F)C(=O)N1C,Herbicide
3579,Flufenprox,107713-58-6,CCOc1ccc(cc1)C(COCc2cccc(Oc3ccc(Cl)cc3)c2)C(F)(F)F,Insecticide
3602,Nereistoxin,1631-52-3,C[NH+](C)C1CSSC1.OC(=O)C([O-])=O,Insecticide
3608,Thiocyclam hydrogen oxalate,31895-22-4,CN(C)C1CSSSC1.OC(=O)C(O)=O,Insecticide
3609,Primisulfuron,113036-87-6,OC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(OC(F)F)cc(OC(F)F)n2,Herbicide
3610,Esbiothrin,584-79-2,CC(C)=CC1C(C(=O)OC2CC(=O)C(=C2C)CC=C)C1(C)C,Insecticide
3620,Anabasine sulfate,6382-19-0,[O-][S]([O-])(=O)=O.C1CCC(NC1)c2cccnc2,Insecticide
3633,()-Methyl jasmonate,39924-52-2,CC/C=C/CC1C(CCC1=O)CC(=O)OC,Insecticide
3636,"1,2-Benzisothiazolin-3-one, 2-methyl-",2527-66-4,CN1Sc2ccccc2C1=O,Microbiocide
3639,"Phosphoric acid, 2-(1,1-dimethylethyl)-5-pyrimidinyl ethyl 1-methylethyl ester",1035300-36-7,CCO[P](=O)(OC(C)C)Oc1cnc(nc1)C(C)(C)C,Insecticide
3640,"Phosphorodithioic acid, O-methyl ester, S-ester with 2-mercapto-N-methylacetamide, S-potassium salt",20253-72-9,[K+].OP(S)OCCNC(=O)C[S-],Insecticide
3641,alpha-Pinene,80-56-8,CC1=CCC2CC1C2(C)C,Insecticide
3643,Fenoxaprop-ethyl,82110-72-3,CCOC(=O)C(C)Oc1ccc(Oc2oc3cc(Cl)ccc3n2)cc1,Herbicide
3644,Fenoxaprop-P,113158-40-0,CC(Oc1ccc(Oc2oc3cc(Cl)ccc3n2)cc1)C(O)=O,Herbicide
3646,Fenchlorazole,103112-35-2,CCOC(=O)c1nn(c2ccc(Cl)cc2Cl)c(n1)C(Cl)(Cl)Cl,Herbicide Safener
3647,"Bilanafos, sodium salt",71048-99-2,[Na+].CC(NC(=O)C(C)NC(=O)C(N)CC[P](C)(O)=O)C([O-])=O,Herbicide
3649,Triflusulfuron,135990-29-3,CN(C)c1nc(NC(=O)N[S](=O)(=O)c2c(C)cccc2C(O)=O)nc(OCC(F)(F)F)n1,Herbicide
3651,Ocimene,"502-99-8, 3338-55-4, 3779-61-1, 13877-91-3",CC(C)\C=C\C=C(/C)C=C,"Insecticide,Pheromone"
3654,Fenoxanil,115852-48-7,CC(C)C(C)(NC(=O)C(C)Oc1ccc(Cl)cc1Cl)C#N,Fungicide
3657,Thiacloprid-amide,676228-91-4,NC(=O)N=C1SCCN1Cc2ccc(Cl)nc2,Insecticide
3658,Bentazon methyl,61592-45-8,CC(C)N1C(=O)c2ccccc2N(C)[S]1(=O)=O,Herbicide
3684,Furametpyr,123572-88-3,CC1OC(C)(C)c2cccc(NC(=O)c3c(C)nn(C)c3Cl)c12,Fungicide
3686,Cafenstrole,125306-83-4,CCN(CC)C(=O)n1cnc(n1)[S](=O)(=O)c2c(C)cc(C)cc2C,Herbicide
3690,Plifenate,21757-82-4,CC(=O)OC(c1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,Insecticide
3693,Inezin,21722-85-0,CCO[P](=O)(SCc1ccccc1)c2ccccc2,Fungicide
3694,Medetomidine,86347-14-0,[H+].[Cl-].CC(c1[nH]cnc1)c2cccc(C)c2C,"Drug,Fungicide"
3695,Jasmone,488-10-8,CC\C=C/CC1=C(C)CCC1=O,Insecticide
3698,Thiosultap-monosodium,29547-00-0,[Na+].CN(C)C(CS[S](O)(=O)=O)CS[S]([O-])(=O)=O,Insecticide
3699,Isofenphos-methyl,99675-03-3,CO[P](=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,Insecticide
3701,Moxidectin,113507-06-5,CO\N=C\1C[C@]2(C[C@@H]3C[C@@H](C\C=C(/C)C[C@@H](C)/C=C/C=C/4CO[C@@H]5[C@H](O)C(=C[C@@H](C(=O)O3)[C@]45O)C)O2)OC([C@H]1C)C(/C)=C/C(C)C,"Insecticide,Veterinary drug"
3720,Tralocythrin,66841-26-7,CC1(C)C(C(Br)C(Cl)(Cl)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,Insecticide
3726,"1H-Pyrazole-4-carboxamide, 3-(difluoromethyl)-N-(7-fluoro-2,3-dihydro-1,1,3-trimethyl-1H-inden-4-yl)-1-methyl-",1383809-87-7,CC1CC(C)(C)c2c(F)ccc(NC(=O)c3cn(C)nc3C(F)F)c12,Fungicide
3727,"N-[(3R)-2,3-dihydro-1,1,3-trimethyl-1H-inden-4-yl]-1-methyl-3-(difluoromethyl)-1H-pyrazole-4-carboxamide",1352994-67-2,C[C@@H]1CC(C)(C)c2cccc(NC(=O)c3cn(C)nc3C(F)F)c12,Fungicide
3728,Triptolid,38748-32-2,CC(C)[C@]12O[C@H]1[C@@H]3O[C@@]34[C@@]5(C)CCC6=C(COC6=O)[C@@H]5C[C@@H]7O[C@]47[C@@H]2O,Insecticide
3735,Clenpirin,27050-41-5,CCCCN1CCCC1=Nc2ccc(Cl)c(Cl)c2,Insecticide
3737,Benzbromarone,3562-84-3,CCc1oc2ccccc2c1C(=O)c3cc(Br)c(O)c(Br)c3,"Drug,Insecticide"
3738,Cymiazol,61676-87-7,CN1C=CSC1=Nc2ccc(C)cc2C,Insecticide
3739,Fluoroimide,41205-21-4,Fc1ccc(cc1)N2C(=O)C(=C(Cl)C2=O)Cl,Fungicide
3749,Pyrithione,1121-30-8,[Na+].[O-]N1C=CC=CC1=S,Microbiocide
3757,Chlobenthiazone,63755-05-5,CN1C(=O)Sc2cccc(Cl)c12,Fungicide
3825,BHC epislon,6108-10-7,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,Insecticide
1,Fenpropathrin,39515-41-8,CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,Insecticide
4,Cypermethrin,52315-07-8,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,Insecticide
5,"(R,R)-Fenvalerate",67614-33-9,CC(C)[C@@H](C(=O)O[C@@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(Cl)C=C1,Insecticide
7,Es-fenvalerate,66230-04-4,CC(C)[C@H](C(=O)O[C@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(Cl)C=C1,Insecticide
13,Tetramethrin,7696-12-0,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,Insecticide
16,Phenothrin,26002-80-2,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,Insecticide
17,tau-Fluvalinate,102851-06-9,CC(C)[C@@H](NC1=C(Cl)C=C(C=C1)C(F)(F)F)C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1,Insecticide
19,Permethrin,52645-53-1,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1=CC(OC2=CC=CC=C2)=CC=C1,Insecticide
23,Bifenthrin,82657-04-3,CC1=C(C=CC=C1COC(=O)[C@@H]1[C@H](\C=C(/Cl)C(F)(F)F)C1(C)C)C1=CC=CC=C1,Insecticide
4,2-(dithiocyanomethylthio)-benzothiazol,No CAS allocated,N#CSC(SC#N)Sc1sc2ccccc2n1,Fungicide
5,2-Naphthyloxyacetamide,35368-77-5,NC(=O)COc1ccc2ccccc2c1,"HB,PG"
9,5-chloro-3-methyl-4-nitro-1H-pyrazole (CMNP),6814-58-0,Cc1[nH]nc(Cl)c1[N+]([O-])=O,Fungicide
19,Ammonium hydroxyde,1336-21-6,[NH4+].[OH-],Fungicide
20,Ampropylfos,14047-23-5,CC[C@@H]([NH3+])[P]([O-])([O-])=O,Fungicide
37,Barium fluosilicate,See note,[Ba++].F[Si--](F)(F)(F)(F)F,Insecticide
42,Benazolin,5/6/3813,OC(=O)CN1C(=O)Sc2cccc(Cl)c12,Herbicide
52,Benzalkonium chloride,8001-54-5,[Cl-].CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,Herbicide
57,Beta-Cyfluthrin,1820573-27-0,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2,Insecticide
58,Beta-cypermethrin,65731-84-2,CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2,Insecticide
61,Bioallethrin,260359-57-7,CC(C)=CC1C(C(=O)OC2CC(=O)C(=C2C)CC=C)C1(C)C,Insecticide
65,Bitertanol,55179-31-2,CC(C)(C)C(O)C(Oc1ccc(cc1)c2ccccc2)n3cncn3,Fungicide
69,Blasticidin-S,2079-00-7,CN(CCC(N)CC(=O)N[C@H]1C=C[C@@H](O[C@@H]1C(O)=O)N2C=CC(=NC2=O)N)C(N)=N,Fungicide
70,Boric acid,10043-35-3,OB(O)O,Insecticide
90,Cadusafos (aka ebufos),95465-99-9,CCO[P](=O)(SC(C)CC)SC(C)CC,"IN,NE"
92,Calciferol,50-14-6,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C3/C[C@@H](O)CCC3=C,Rodenticide
93,Calcium chloride,10043-52-4,[Cl-].[Cl-].[Ca++],"FU,PG"
94,Calcium phosphate,10103-46-5,[Ca++].[Ca++].[Ca++].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O,Rodenticide
95,Calcium phosphide,1305-99-3,[P-3].[P-3].[Ca++].[Ca++].[Ca++],Rodenticide
96,Calcium propionate,4075-81-4,[Ca++].CCC([O-])=O.CCC([O-])=O,Fungicide
99,Carbon disulphide,75-15-0,S=C=S,"IN,NE"
100,Carbon monoxide,630-08-0,[C-]#[O+],Rodenticide
119,Chlorfenson (aka chlorfenizon),80-33-1,Clc1ccc(O[S](=O)(=O)c2ccc(Cl)cc2)cc1,"AC,IN"
120,Chlorfenvinphos,470-90-6,CCO[P](=O)(OCC)OC(=C\Cl)/c1ccc(Cl)cc1Cl,Insecticide
125,Chlorine dioxide,10049-04-4,[O-][Cl]=O,Fungicide
131,Chloropicrin,76-06-2,[O-][N+](=O)C(Cl)(Cl)Cl,Nematicide
132,Chloropropylate,10/2/5836,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2,Acarizide
137,Chlorpyrifos-methyl,5598-13-0,CO[P](=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,"AC,IN"
142,Chlozolinate,84332-86-5,CCOC(=O)C1(C)OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,Fungicide
147,Cinmethylin,87818-31-3,CC(C)C12CCC(C)(O1)C(C2)OCc3ccccc3C,Herbicide
151,Clothianidin,210880-92-5,CN=C(NCc1sc(Cl)nc1)N[N+]([O-])=O,Insecticide
158,Cryolite,1331-71-1,[F-].[F-].[F-].[F-].[Na+].[Al+3],Insecticide
161,Cyanamide (H & Ca cyanamide),420-04-2,NC#N,"HB,PG"
171,Cyproconazole,94361-06-5,CC(C1CC1)C(O)(Cn2cncn2)c3ccc(Cl)cc3,Fungicide
174,D-tagatose,87-81-0,OCC1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,Fungicide
177,Demeton-S-methyl,919-86-8,CCSCCS[P](=O)(OC)OC,"AC,IN"
184,Diazinon,333-41-5,CCO[P](=S)(OCC)Oc1cc(C)nc(n1)C(C)C,"AC,IN"
191,Dichlorprop,120-36-5,CC(Oc1ccc(Cl)cc1Cl)C(O)=O,Herbicide
193,Diclobutrazol,66345-62-8,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n2cncn2,Fungicide
196,Dicrotophos,3735-78-2,CO[P](=O)(OC)OC(/C)=C/C(=O)N(C)C,"AC,IN"
205,Diflubenzuron,35367-38-5,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,Insecticide
206,Diflufenzopyr,109293-97-2,C\C(=N/NC(=O)Nc1cc(F)cc(F)c1)c2ncccc2C(O)=O,Herbicide
211,Dimethipin,55290-64-7,CC1=C(C)[S](=O)(=O)CC[S]1(=O)=O,"HB,PG"
214,Dimethyl disulphide,624-92-0,CSSC,"FU,NE"
218,Diniconazole-M,83657-18-5,CC(C)(C)[C@@H](O)\C(=C/c1ccc(Cl)cc1Cl)n2cncn2,Fungicide
230,Disodium octaborate tetrahydrate,12280-03-4,O.O.O.O.[Na+].[Na+].[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-],Herbicide
236,EDTA and its salts,60-00-4,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,Herbicide
240,Elemental Iron,7439-89-6,[Fe],Molluscicide
241,Emamectin,119791-41-2,CC[C@H](C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C\C=C(C)\[C@@H](O[C@H]4C[C@H](CC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C/6CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@]67O)C)O2)C=C[C@@H]1C.CC[C@H]8C[C@@H](O[C@@H](C)[C@@H]8O[C@H]9C[C@H](OC)[C@@H](O)[C@H](C)O9)O[C@H]/%10[C@@H](C)/C=C/C=C/%11CO[C@@H]%12[C@H](O)C(=C[C@@H](C(=O)O[C@H]%13C[C@@H](C\C=C%10C)O[C@@]%14(C%13)O[C@H](C(C)C)[C@@H](C)C=C%14)[C@]%11%12O)C,Insecticide
244,Epoxiconazole,133855-98-8,Fc1ccc(cc1)[C@@]2(Cn3cncn3)O[C@H]2c4ccccc4Cl,Fungicide
272,Fenbuconazole,114369-43-6,Clc1ccc(CCC(Cn2cncn2)(C#N)c3ccccc3)cc1,Fungicide
273,Fenbutatin oxide,13356-08-6,O(|[Sn](CC(C)(C)c1ccccc1)(CC(C)(C)c2ccccc2)CC(C)(C)c3ccccc3)|[Sn](CC(C)(C)c4ccccc4)(CC(C)(C)c5ccccc5)CC(C)(C)c6ccccc6,Acarizide
280,Fenoxycarb,72490-01-8,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,Insecticide
284,Fenpropimorph,67306-03-0,CC(CN1CC(C)OC(C)C1)Cc2ccc(cc2)C(C)(C)C,Fungicide
286,Fenpyroximate,134098-61-6,Cn1nc(C)c(\C=N\OCc2ccc(cc2)C(=O)OC(C)(C)C)c1Oc3ccccc3,Acarizide
292,Fentin hydroxide,76-87-9,O|[Sn](c1ccccc1)(c2ccccc2)c3ccccc3,"FU,HB"
298,Flamprop,58667-63-3,CC(N(c1ccc(F)c(Cl)c1)C(=O)c2ccccc2)C(O)=O,Herbicide
299,Flamprop-M,90134-59-1,C[C@@H](N(c1ccc(F)c(Cl)c1)C(=O)c2ccccc2)C(O)=O,Herbicide
310,Flucycloxuron,94050-52-9,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(CO/N=C(C3CC3)/c4ccc(Cl)cc4)cc2,Acarizide
327,Flurochloridone,61213-25-0,FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,Herbicide
328,Fluroxypyr,69377-81-7 ,Nc1c(Cl)c(F)nc(OCC(O)=O)c1Cl,Herbicide
341,Fosamine,59682-52-9,[NH4+].CCO[P]([O-])(=O)C(N)=O,Herbicide
342,Fosetyl,15845-66-6 ,CCO[P+](O)=O,Fungicide
345,Fuberidazole,878-19-1,[nH]1c2ccccc2nc1c3occc3,Fungicide
353,Glufosinate,51276-47-2,[NH4+].C[P](O)(=O)CCC(N)C([O-])=O,Herbicide
354,Glutaraldehyde (aka glutardialdehyde),111-30-8,O=CCCCC=O,"BA,FU"
368,Hexythiazox,78587-05-0,C[C@H]1C(SC(=O)N1C(=O)NC2CCCCC2)c3ccc(Cl)cc3,"AC,IN"
370,Hydroxyphenyl-salicylamide,526-18-1,Oc1ccc(NC(=O)c2ccccc2O)cc1,Fungicide
374,Imazapic,104098-48-8,CC(C)C1(C)N=C(NC1=O)c2ncc(C)cc2C(O)=O,Herbicide
381,Imidacloprid,138261-41-3,[O-][N+](=O)NC1=NCCN1Cc2ccc(Cl)nc2,Insecticide
393,Iron sulphate,see remark,[Fe++].[O-][S]([O-])(=O)=O,Herbicide
410,Kasugamycin,6980-18-3,[Cl-].C[C@H]1O[C@H](OC2[C@H](O)[C@@H](O)C(O)[C@H](O)[C@@H]2O)[C@@H](N)C[C@@H]1N=C(N)C(O)=O.[H+],"BA,FU"
413,Kinoprene,42588-37-4,CC(C)CCCC(C)C\C=C\C(C)=C\C(=O)OCC#C,Insecticide
418,Lenacil,8/1/2164,O=C1NC2=C(CCC2)C(=O)N1C3CCCCC3,Herbicide
426,Magnesium phosphide,12057-74-8 ,[Mg++].[Mg++].[Mg++].[P-3].[P-3],"IN,RO"
428,Maltodextrin,9050-36-6,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,Insecticide
430,Mancozeb,1/7/8018,[Mn++].[Zn++].[S-]C(=S)NCCNC([S-])=S.[S-]C(=S)NCCNC([S-])=S,Fungicide
433,Mecoprop,93-65-2,CC(Oc1ccc(Cl)cc1C)C(O)=O,Herbicide
448,Methacrifos,30864-28-9,COC(=O)C(/C)=C/O[P](=S)(OC)OC,Insecticide
455,Methoprene,40596-69-8,COC(C)(C)CCCC(C)C\C=C\C(C)=C\C(=O)OC(C)C,Insecticide
457,Methoxychlor,72-43-5,COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,Insecticide
458,Methoxyfenozide,161050-58-4,COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,Insecticide
462,Metiram,9006-42-2,[Zn++].[S-]C(=S)NCCNC([S-])=S,Fungicide
469,Metribuzin,21087-64-9 ,CSC1=NN=C(C(=O)N1N)C(C)(C)C,Herbicide
471,Metsulfuron-methyl,74223-64-6,COC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(C)nc(OC)n2,Herbicide
473,Mevinphos,7786-34-7,COC(=O)\C=C(/C)O[P](=O)(OC)OC,"AC,IN"
491,Nitrogen,7727-37-9,N#N,Insecticide
493,Nonylphenol ethoxylate,26027-38-3,CCCCCCCCCc1ccc(OCCO)cc1,Fungicide
495,Noruron,2163-79-3,CN(C)C(=O)NC1CC2CC1C3CCCC23,Herbicide
513,Oxine-copper,10380-28-6,[Cu++].[O-]c1cccc2cccnc12.[O-]c3cccc4cccnc34,Fungicide
527,Paraquat,4685-14-7,C[n+]1ccc(cc1)c2cc[n+](C)cc2,Herbicide
534,Pendimethalin,40487-42-1 ,CCC(CC)Nc1c(cc(C)c(C)c1[N+]([O-])=O)[N+]([O-])=O,Herbicide
537,Pentachlorophenol,87-86-5,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,Herbicide
545,Phenmedipham,13684-63-4 ,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,Herbicide
547,Phenthoate,3/7/2597,CCOC(=O)C(S[P](=S)(OC)OC)c1ccccc1,Insecticide
553,Phosphane,7803–51-2,P,Insecticide
555,Picloram,2/1/1918,Nc1c(Cl)c(Cl)nc(C(O)=O)c1Cl,Herbicide
561,Pirimiphos-methyl,29232-93-7 ,CCN(CC)c1nc(C)cc(O[P](=S)(OC)OC)n1,Insecticide
567,Potassium iodide,7681-11-0,[K+].[I-],Fungicide
568,Potassium permanganate,7722-64-7,[K+].[O-][Mn](=O)(=O)=O,"BA,FU,MO"
569,Potassium sorbate,24634-61-5,[K+].C/C=C/C=C/C([O-])=O,Fungicide
570,Potassium thiocyanate,333-20-0,[K+].[S-]C#N,Fungicide
584,Propargite,2312-35-8,CC(C)(C)c1ccc(OC2CCCCC2O[S](=O)OCC#C)cc1,Acarizide
589,Propineb,9016-72-2,[Zn++]|1|[S-]C(=S)NCC(C)NC([S-]|1)=S,Fungicide
593,Prosulfocarb,52888-80-9 ,CCCN(CCC)C(=O)SCc1ccccc1,Herbicide
603,Pyraclofos,89784-60-1,CCCS[P](=O)(OCC)Oc1cnn(c1)c2ccc(Cl)cc2,Acarizide
604,Pyranocoumarin,518-20-7,COC1(C)CC(c2ccccc2)C3=C(O1)c4ccccc4OC3=O,Rodenticide
608,Pyrethrins,8003-34-7 ,CC(C)=C[C@@H]1[C@@H](C(=O)O[C@H]2CC(=O)C(=C2C)C\C=C\C=C)C1(C)C,Insecticide
629,Quizalofop-P,see notes,C[C@@H](Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(O)=O,Herbicide
630,Quizalofop-P-ethyl, 100646-51-3 ,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,Herbicide
634,Rimsulfuron (aka renriduron),122931-48-0 ,CC[S](=O)(=O)c1cccnc1[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2,Herbicide
642,Silver nitrate,7761-88-8,[Ag+].[O-][N+]([O-])=O,"FU,PG"
645,Sodium arsenite,7784-46-5,[Na+].[O-][As]=O,"FU,IN"
646,Sodium chloride,7647-14-5 ,[Na+].[Cl-],Herbicide
648,Sodium dimethylarsinate,124-65-2,[Na+].C[As](C)([O-])=O,Rodenticide
650,Sodium dioctyl sulfosuccinate,1639-66-3,[Na+].CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)[S]([O-])(=O)=O,Acarizide
652,Sodium hydrogen carbonate (basic substance),144-55-8,[Na+].OC([O-])=O,Fungicide
653,Sodium hydroxide,1310-73-2,[OH-].[Na+],Herbicide
654,Sodium hypochlorite,7681-52-9,[Na+].[O-]Cl,Bactericide
655,Sodium hypochlorite (BS),Sodium hypochlorite,[Na+].[O-]Cl,Fungicide
665,Sodium thiocyanate,540-72-7,[Na+].[S-]C#N,Herbicide
668,Spinosad,168316-95-8,CCC1CCCC(OC2CCC(C(C)O2)N(C)C)C(C)C(=O)C3CC4C(CCC5CC(CC45)OC6CC(C)C(OC)C(OC)C6OC)C3CC(=O)O1,Insecticide
677,Sulfuryl fluoride,2699-79-8,F[S](F)(=O)=O,Insecticide
678,Sulphuric acid,7664-93-9,O[S](O)(=O)=O,Herbicide
686,Tebufenozide,112410-23-8,CCc1ccc(cc1)C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C,Insecticide
691,Teflubenzuron,Teflubenzuron,Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F,Insecticide
707,Thallium sulphate,7446-18-6,[Tl+].[Tl+].[O-][S]([O-])(=O)=O,Rodenticide
749,Tridemorph,24602-86-6,CCCCCCCCCCCCCN1CC(C)OC(C)C1,Fungicide
754,Triflumizole,68694-11-1,CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n2ccnc2,Fungicide
758,Triforine,26644-46-2,ClC(Cl)(Cl)C(NC=O)N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl,"AC,FU"
761,Validamycin,37248-47-8,OC[C@H]1C[C@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O,Fungicide
769,Zinc phosphide,1314-84-7,[Zn](|P=[Zn])|P=[Zn],Rodenticide
770,Zineb,12122-67-7,[Zn++].[S-]C(=S)NCCNC([S-])=S,Fungicide
0,3'-Methoxyrocaglamide,189322-69-8,COC1=CC2=C(C(OC)=C1)[C@]1(O)[C@H](O)[C@@H]([C@@H](C3=CC=CC=C3)[C@@]1(O2)C1=CC(OC)=C(OC)C=C1)C(=O)N(C)C,Insecticide
1,(+)-Usnic acid,7562-61-0,CC(=O)C1=C(O)C(C)=C(O)C2=C1OC1=CC(=O)C(C(C)=O)=C(O)[C@@]21C,Insecticide
2,Pogostone,23800-56-8,CC(C)CCC(=O)C1=C(O)C=C(C)OC1=O,Insecticide
3,AC1LDCJL,19573-01-4,COC1=C2C=COC2=C(OCC(O)C(C)(C)O)C2=C1C=CC(=O)O2,Insecticide
4,"Methyl 2-(furan-3-yl)-5-hydroxy-10-(2-methoxy-2-oxoethyl)-1,6,9a,10a-tetramethyl-9-oxo-3,3a,4a,5,5a,6,9,9a,10,10a-decahydro-2H-cyclopenta[b]naphtho[2,3-d]furan-6-carboxylate",18609-16-0,COC(=O)CC1C2(C)C(OC3CC(C(C)=C23)C2=COC=C2)C(O)C2C(C)(C=CC(=O)C12C)C(=O)OC,Insecticide
5,"9-(Furan-3-yl)-1,6,14-trihydroxy-4,6a,9a-trimethyl-11-oxotetradecahydro-1H-4,11b-(methanooxymethano)naphtho[1',2':6,7]indeno[1,7a-b]oxirene-3,10-diyl diacetate",58812-37-6,[H][C@@]12C[C@@]([H])(C3=COC=C3)[C@]3(C)[C@@]([H])(OC(C)=O)C(=O)[C@@]4([H])[C@@](C)([C@]([H])(O)C[C@@]5([H])C6(C)[C@@]([H])(C[C@]([H])(O)[C@]45CO[C@@]6([H])O)OC(C)=O)[C@@]13O2,Insecticide
6,6-Deoxy-9alpha-hydroxycedrodorin,247036-52-8,COC(=O)C[C@H]1C(C)(C)[C@@H]2O[C@@]34C[C@@H]2C(=O)[C@]1(C)[C@@]3(O)CC[C@@]1(C)[C@@H](OC(=O)C[C@@]41O)C1=COC=C1,Insecticide
7,Murraxocin,88478-44-8,CCOC([C@@H](O)C(C)=C)C1=C(OC)C=CC2=C1OC(=O)C=C2,Insecticide
