Active Substance ID,Substance,CAS Number,Status under Reg. (EC) No 1107/2009,Date of approval,Expiration of approval,Legislation,Remark,RMS,Co-RMS,Assess Risk,Reg 396/2005,Candidate for substitution,Basic substance,Low-risk a.s.,ADI (mg/kg bw/d),Source/Year,Remark,ARfD (mg/kg bw),Source/Year,Remark,AOEL (mg/kg bw/d),Source/Year,Remark,AAOEL (mg/kg bw/d),Source/Year,Remark,Other (mg/kg bw/d),Source/Year,Remark,Classification (Reg. 1272/2008),Authorised,Functions
782,Tebuthiuron,34014-18-1,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,HB
839,Tecnazene,117-18-0,Not approved,,,00/725/EC,,,,,"Reg. (EC) No 149/2008, Reg. (EU) 2015/868",,,,0.02 mg/kg bw/day,JMPR 1994,,,,,,,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Skin Sens. 1 - H317",,"FU,PG"
783,Teflubenzuron,Teflubenzuron,Not approved,,,"2009/37, Reg. (EU) 2022/801, Reg. (EU) No 540/2011",,SE,IT,,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) 2016/71, Reg. (EU) 2018/687, Reg. (EU) 2019/1015, Reg. (EU) 2020/1633, Reg. (EU) 2023/1783, Reg. (EU) No 318/2014",,,,0.01 mg/kg bw/day,EFSA 08,,,EFSA 08,,0.016 mg/kg bw/day,EFSA 08,,,,,,,,,,IN
784,Tefluthrin,79538-32-2,Approved,1/1/2012,31/05/2027,"2008/934/EC, Reg. (EU) 2024/2781, Reg. (EU) No 2019/291, Reg. (EU) No 800/2011",,HU,DK,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2016/486, Reg. (EU) 2018/685, Reg. (EU) 2021/1110",,,,0.005 mg/kg bw/day,EFSA 10,,0.005 mg/kg bw,EFSA 10,,0.0015 mg/kg bw/day,EFSA 10,,,,,,,,"Acute Tox. 1 - H330, Acute Tox. 2 - H300, Acute Tox. 2 - H310, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410","AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",IN
1218,Tembotrione,335104-84-2,Approved,1/5/2014,31/12/2026,"2006/586/EC, Reg. (EU) 2018/155, Reg. (EU) 2020/2007, Reg. (EU) No 1192/2013, Reg. (EU) No 540/2011, Reg. (Eu) 2020/1295",,AT,FR,EFSA,"Reg. (EC) No 839/2008, Reg. (EU) No 251/2013, Reg.(EU) 2019/1559",low ADI / ARfD / AOEL,,,0.0004 mg/kg bw/day,EFSA 2013,,0.1 mg/kg bw,EFSA 2013,,0.0007 mg/kg bw/day,EFSA 2013,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Repr. 2 - H361d, STOT RE 2 - H373, Skin Sens. 1 - H317","AT, BE, BG, CY, CZ, DE, EL, ES, FR, HR, HU, IT, LU, NL, PL, PT, RO, SI, SK",HB
785,Temephos,3383-96-8,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,IN
1375,Tepraloxydim,149979-41-9,Not approved,1/6/2005,31/05/2015,"05/34/EC, Reg (Eu) 408/2015, Reg. (EU) 2022/801, Reg. (EU) No 540/2011, Reg. (EU) No 58/2015",,ES,PL,COM,"Reg. (EC) No 839/2008, Reg. (EU) 2019/91, Reg. (EU) No 777/2013, Regulation (EU) 2015/399",two PBT criteria,,,0.025 mg/kg bw/day,05/34/EC,,0.4 mg/kg bw,05/34/EC,,0.06 mg/kg bw/day,05/34/EC,,,,,,,,"Carc. 2 - H351, Repr. 2 - H361fd",,HB
786,Terbacil,5902-51-2,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,HB
840,Terbufos,13071-79-9,Not approved,,,2002/2076,,,,,Reg. (EC) No 149/2008,,,,,,,,,,,,,,,,,,,"Acute Tox. 1 - H310, Acute Tox. 2 - H300, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,IN
787,Terbumeton,33693-04-8,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,HB
788,Terbuthylazine,5915-41-3,Approved,1/1/2012,31/05/2027,"2008/934/EC, Commission Regulation (EU) 2021/618, Reg. (EU) 2021/824, Reg. (EU) 2024/2781, Reg. (EU) No 2019/291, Reg. (EU) No 820/2011",,ES,HR,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2021/1795, Reg. (EU) 2021/618",,,,0.004 mg/kg bw/day,Reg. (EU) No 820/2011,,0.008 mg/kg bw,Reg. (EU) No 820/2011,,0.0032 mg/kg bw/day,Reg. (EU) No 820/2011,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, STOT RE 2 - H373","AT, BE, BG, CY, CZ, DE, EL, ES, FR, HR, HU, IE, IT, LU, MT, NL, PL, PT, RO, SI, SK",HB
789,Terbutryn,886-50-0,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,HB
1060,Terpenoid blend QRD-460,No CAS allocated,Approved,10/8/2015,10/8/2025,"Reg. (EU) 2015/1192, Reg. (EU) No 540/2011",,FR,DK,EFSA,Reg. (EU) 2016/805,,,,Not Applicable,Reg. (EU) 2015/1192,Not set due to insufficient data,Not Applicable,Reg. (EU) 2015/1192,Not set due to insufficient data,Not Applicable,Reg. (EU) 2015/1192,Not set due to insufficient data,,,,,,,,"BE, BG, CZ, DK, EL, ES, FI, FR, IT, NL, NO, PL, PT, RO, SE, SK",IN
1376,Tetrachlorvinphos,22248-79-9,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,IN
790,Tetraconazole,112281-77-3,Approved,1/1/2010,31/03/2027,"2009/82/EU, Reg. (EU) 2021/1449, Reg. (EU) 2022/1480, Reg. (EU) 2023/2592, Reg. (EU) No 540/2011","<p><a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2010:313:0010:0011:EN:PDF"" rel=""noopener noreferrer"" target=""_blank"">Extension of use (2010/82) </a></p>",FR,DE,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 822/2009, Reg. (EC) No 839/2008, Reg. (EU) 2019/1015, Reg. (EU) No 34/2013",,,,0.004 mg/kg bw/day,EFSA 08,,0.05 mg/kg bw,EFSA 08,,0.03 mg/kg bw/day,EFSA 08,,,,,,,,"Acute Tox. 4 - H302, Acute Tox. 4 - H332, Aquatic Chronic 2 - H411","AT, BE, BG, CY, CZ, DE, EL, ES, FR, HR, HU, IT, MT, PL, PT, RO, SI, SK",
1384,Tetradecan-1-ol (SCLP Alcohols),63393-82-8,Approved,1/9/2022,30/08/2037,"2008/127, Reg. (EU) 2017/195, Reg. (EU) 2021/745, Reg. (EU) 2022/1251, Reg. (EU) No 540/2011, Reg. (EU) No 918/2014, Reg. (EU)2020/1160",,,,EFSA,Reg. (EU) 2023/1719,,,,,Dir 08/127,,,Dir 08/127,,,Dir 08/127,,,,,,,,,"AT, BE, BG, CZ, DK, EL, ES, HR, HU, IT, NL, PL, PT, SE, SI, SK",AT
791,Tetradifon,116-29-0,Not approved,,,,<p>Essential use</p>,,,,"Reg. (EC) No 149/2008, Reg. (EU) No 310/2011",,,,,,,,,,,,,,,,,,,,,"AC,IN"
792,Tetraethyl pyrophosphate (TEPP),107-49-3,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,Reg. (EC) No 149/2008,,,,,,,,,,,,,,,,,,,"Acute Tox. 1 - H310, Acute Tox. 2 - H300, Aquatic Acute 1 - H400",,IN
793,Tetramethrin,7696-12-0,Not approved,,,2002/2076,,,,,,,,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Carc. 2 - H351, STOT SE 2 - H371",,IN
1377,Tetrasul,2227-13-6,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,AC
794,Thallium sulphate,7446-18-6,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 2 - H300, Aquatic Chronic 2 - H411, STOT RE 1 - H372, Skin Irrit. 2 - H315",,RO
795,Thiabendazole,148-79-8,Approved,1/4/2017,31/03/2032,"01/21/EC, 2010/77/EU, Reg. (EU) 2015/1885, Reg. (EU) 2016/549, Reg. (EU) 2017/157, Reg. (EU) No 540/2011",<p>RMS responsible for the last approval: ES</p><p>Co-RMS responsible for the last approval: NL</p>,NO,ES,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2017/1164, Reg. (EU) 2021/1807, Reg. (EU) 2022/1324, Reg. (EU) 2023/377, Reg. (EU) 2024/1342",,,,0.1 mg/kg bw/day,Reg. (EU) 2017/157,,0.1 mg/kg bw,Reg. (EU) 2017/157,,0.07 mg/kg bw/day,Reg. (EU) 2017/157,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410","AT, BE, CY, DE, EL, ES, FR, HU, IE, IT, PT, RO",
841,Thiacloprid,111988-49-9,Not approved,1/1/2005,3/2/2020,"04/99/EC, Reg. (EU) 2016/2016, Reg. (EU) 2018/524, Reg. (EU) 2019/168, Reg. (EU) 2020/23, Reg. (EU) No 1197/2012, Reg. (EU) No 540/2011",<p>The original RMS was UK.</p><p>Reg. (EU) 2020/23 shall enter into force on 03/02/2020</p><p>Withdrawal of authorisations by 3 August 2020.</p><p>Max. period of grace: 3 February 2021.</p>,DE,DE,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 459/2010, Reg. (EC) No 839/2008, Reg. (EU) 2015/1200, Reg. (EU) 2016/1355, Reg. (EU) 2016/67, Reg. (EU) 2019/50, Reg. (EU) 2024/2711, Reg. (EU) No 364/2014 , Reg. (EU) No 508/2011 , Reg. (EU) No 750/2010, Reg. (EU) No 765/2010, Reg. (EU) No 813/2011",endocrine disrupting properties,,,0.01 mg/kg bw/day,Reg. (EU) 2020/23,,0.02 mg/kg bw,Reg. (EU) 2020/23,,0.02 mg/kg bw/day,Reg. (EU) 2020/23,,,,,,,,"Acute Tox. 3 - H301, Acute Tox. 4 - H332, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Carc. 2 - H351, Repr. 1B - H360FD, STOT SE 3 - H336",,IN
796,Thiamethoxam,153719-23-4,Not approved,1/2/2007,30/04/2019,"07/6/EC, 2010/21/EU, Reg. (EU) 2022/801, Reg. (EU) No 2018/524, Reg. (EU) No 2018/785, Reg. (EU) No 485/2013, Reg. (EU) No 487/2014, Reg. (EU) No 540/2011",<p>The original RMS was Spain.</p><p><br></p>,FR,ES,COM,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) 2016/156, Reg. (EU) 2017/671, Reg. (EU) 2023/334, Reg. (EU) No 441/2012, Reg. (EU) No 500/2013, Reg. (EU) No 508/2011 , Reg. (EU) No 765/2010",,,,0.026 mg/kg bw/day,07/6/EC,,0.5 mg/kg bw,07/6/EC,,0.08 mg/kg bw/day,07/6/EC,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,IN
797,Thiazafluron,25366-23-8,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,HB
798,Thiazopyr,117718-60-2,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,HB
799,Thidiazuron,51707-55-2,Not approved,,,2008/296,,,,,,,,,,,,,,,,,,,,,,,,,,PG
800,Thiencarbazone-methyl,317815-83-1,Approved,1/7/2014,1/3/2027,"Dossier complete 08/566/EC, Reg. (EU) 2018/155, Reg. (EU) 2020/2007, Reg. (EU) 2024/1892, Reg. (EU) No 145/2014",<p>The original RMS was UK.</p>,FR,EL,EFSA,Reg. (EU) 2021/1110,,,,0.23 mg/kg bw/day,EFSA 2018,,,EFSA 2018,,0.12 mg/kg bw/day,EFSA 2018,,,,,,,,,"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, LT, LU, LV, NL, PL, PT, RO, SE, SI, SK",HB
842,Thifensulfuron-methyl,79277-27-3,Approved,1/11/2016,31/10/2031,"01/99/EC, 2010/77/EU, Reg. (EU) 2015/1885, Reg. (EU) 2016/1424, Reg. (EU) 2016/549, Reg. (EU) No 540/2011",<p>FR was RMS for the inclusion</p><p>RMS responsible for the last approval: AT</p>,FR,DK,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) No 617/2014",,,,0.01 mg/kg bw/day,"Dir 01/99, Reg. (EU) 2016/1424",,2.0 mg/kg bw,"Dir 01/99, Reg. (EU) 2016/1424",,0.07 mg/kg bw/day,"Dir 01/99, Reg. (EU) 2016/1424",,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410","AT, BE, BG, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, NL, NO, PL, PT, RO, SE, SI, SK",
1378,Thiobencarb,28249-77-6,Not approved,,,2008/934,<p>Voluntarily withdrawn. Withdrawal authoris. by 12/2010. Max period of grace: 12/2011.</p>,,,,"Reg. (EC) No 149/2008, Reg. (EU) No 79/2014",,,,,,,,,,,,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,HB
801,Thiocyclam,31895-21-3,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,IN
802,Thiodicarb,59669-26-0,Not approved,,,,,,,,Reg. (EU) 2016/1822,,,,,,,,,,,,,,,,,,,,,IN
803,Thiofanox,See note,Not approved,,,2002/2076,"<p><span style=""background-color: rgb(236, 253, 245); color: rgb(17, 24, 39);"">CAS (ECHA) : 3,3-dimethyl-1-(methylthio)butanone-O-(N-methylcarbamoyl)oxime : </span>39196-18-4</p>",,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 1 - H310, Acute Tox. 2 - H300, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,IN
804,Thiometon,640-15-3,Not approved,,,2002/2076,,,,,,,,,0.003 mg/kg bw/day,JMPR 1979,,,,,,,,,,,,,,"Acute Tox. 3 - H301, Acute Tox. 4 - H312",,"AC,IN"
805,Thionazin,297-97-2,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 1 - H310, Acute Tox. 2 - H300",,NE
806,Thiophanate (ethyl),23564-06-9,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,FU
807,Thiophanate-methyl,23564-05-8,Not approved,1/3/2006,19/10/2020,"05/53/EC, Reg. (EU) 2017/1511, Reg. (EU) 2018/1262, Reg. (EU) 2019/1589, Reg. (EU) 2020/1498, Reg. (EU) No 533/2013, Reg. (EU) No 540/2011",<p>The original RMS was Germany.</p><p>Withdrawal of authorisations: by 19 April 2021</p><p>Maximum Grace Period: by 19 October 2021</p>,SE,FI,COM,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) No 559/2011, Reg. (EU) No 893/2010",,,,0.02 mg/kg bw/day,EFSA Journal 2021;19(7):6773,"ScoPAFF, section pesticides legislation, Jan 2023",0.02 mg/kg bw,EFSA Journal 2021;19(7):6773,"ScoPAFF, section pesticides legislation, Jan 2023",0.08 mg/kg bw/day,Dir 05/53,,,,,,,,"Acute Tox. 4 - H332, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Muta. 2 - H341, Skin Sens. 1 - H317",IT,FU
808,Thiosultap sodium,No CAS allocated,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,,,,
809,Thiourea,62-56-6,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 4 - H302, Aquatic Chronic 2 - H411, Carc. 2 - H351, Repr. 2 - H361d",,RO
141,Thiram,137-26-8,Not approved,1/8/2004,30/10/2018,"03/81/EC, Reg. (EU) 2016/2016, Reg. (EU) No 540/2011, Reg. (Eu) 2018/1500, Reg.(EU)2018/524","<p>The original RMS was Belgium. </p><p>Non-renewal of approval: <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1539335338923&uri=CELEX:32018R1500"" rel=""noopener noreferrer"" target=""_blank"">Reg. (EU) 2018/1500</a> </p><p>Withdrawal of authorisations by 30 January 2019. </p><p>Max period of grace: 30 April 2019 for PPPs used for foliar appliacation and 30 January 2020 for other PPPs (for seed treatment included)</p>",FR,BE,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 822/2009, Reg. (EC) No 839/2008, Reg. (EU) 2016/1, Reg. (EU) 2016/567, Reg. (EU) 2017/171, Reg. (EU) 2022/1406, Reg. (EU) No 34/2013, Reg. (EU) No 750/2010, Reg. (EU) No 978/2011 ",,,,0.01 mg/kg bw/day,Reg. (Eu) 2018/1500,,0.025 mg/kg bw,Reg. (Eu) 2018/1500,,0.02 mg/kg bw/day,Reg. (Eu) 2018/1500,,,,,,,,"Acute Tox. 4 - H302, Acute Tox. 4 - H332, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Eye Irrit. 2 - H319, STOT RE 2 - H373, Skin Irrit. 2 - H315, Skin Sens. 1 - H317",,FU
686,Thyme oil,No CAS allocated,Not approved,,,Dossier complete 2010/164/EU,,,,,,,,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,,,IN
1082,Thymol,89-83-8,Approved,1/12/2013,30/04/2026,"Dossier complete 2011/266/EU, Reg. (EU) 2018/155, Reg. (EU) 2023/1757, Reg. (EU) No 568/2013",<p>The original RMS was UK.</p>,ES,EL,EFSA,Reg. (EU) 2015/896,,,,0.03 mg/kg bw/day,Reg. (EU) No 568/2013,Group ADI set by JECFA (2003),0.08 mg/kg bw,Reg. (EU) No 568/2013,,0.4 mg/kg bw/day,Reg. (EU) No 568/2013,,,,,,,,,"BE, BG, CY, CZ, DE, EL, ES, FR, IT, MT, NL, PL, PT, RO",
1071,Tiadinil,223580-51-6,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,,,,FU
142,Tiocarbazil,36756-79-3,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,HB
143,Tolclofos-methyl,57018-04-9,Approved,1/9/2019,31/08/2034,"06/39/EC, Reg. (EU) 2018/524, Reg. (EU) 2019/1101, Reg. (EU) 2019/168, Reg. (EU) No 487/2014, Reg. (EU) No 540/2011",<p>RMS responsible for the last approval: SE</p><p>Co-RMS responsible for the last approval: DK</p>,FI,SE,EFSA,"Reg. (EC) No 149/2008, Reg. (EC) No 839/2008, Reg. (EU) 2016/156, Reg. (EU) 2022/1324, Regulation (EU) 2017/1016",,,,0.064 mg/kg bw/day,Reg (EU) 2019/1101,,0.14 mg/kg bw,Reg (EU) 2019/1101,,0.064 mg/kg bw/day,Reg (EU) 2019/1101,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Skin Sens. 1 - H317","DK, EL, ES, FI, IT, NL, NO, SE",
144,Tolfenpyrad,129558-76-5,Not approved,,,,<p>Never notified and authorised in the EU</p>,,,,,,,,,,,,,,,,,,,,,,,,,
1284,Tolpyralate,1101132-67-5,Not approved,,,,<p>Admissible application according to Article 9 of Regulation (EC) No 1107/2009. Date of admissibility: 22/05/2015</p><p><br></p><p>Application withdrawn</p><p><br></p><p>Original RMS was UK</p>,DE,,,,,,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,,,
145,Tolylfluanid,731-27-1,Not approved,,,2010/20/EU,<p>Initially included in Dir 2006/6/EC and protective measures for drinking water laid down in Commission Decision 2007/322/EC.</p>,,,,"Reg. (EC) No 149/2008, Reg. (EU) 2015/552, Reg. (EU) 2017/624, Reg. (EU) No 899/2012",,,,0.1 mg/kg bw/day,Dir 06/06,,0.25 mg/kg bw,Dir 06/06,,0.3 mg/kg bw/day,Dir 06/06,,,,,,,,"Aquatic Acute 1 - H400, Eye Irrit. 2 - H319, STOT SE 3 - H335, Skin Irrit. 2 - H315, Skin Sens. 1 - H317",,"AC,FU"
146,Tolylphtalam (ISO: N-m-tolylphthalamic acid),No CAS allocated,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,PG
147,Tomato mosaic virus,No CAS allocated,Not approved,,,2004/129/EC,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Topramezone,210631-68-8,Not approved,,,"Dossier complete 03/850/EC, Reg. (EU) 2021/79","<p><a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013D0205:EN:NOT"" rel=""noopener noreferrer"" target=""_blank"">Provisional authorisations extended for a period ending on 30 April 2015.</a></p>",FR,,,"Reg. (EC) No 839/2008, Reg. (EU) No 2023/147",,,,0.001 mg/kg bw/day,EFSA 2014,,0.001 mg/kg bw,EFSA 2014,,0.0006 mg/kg bw/day,EFSA 2014,,,,,,,,,,HB
149,Tralkoxydim,87820-88-0,Not approved,1/5/2009,30/04/2019,"2008/107, Reg. (EU) 2022/801, Reg. (EU) No 540/2011",,ES,PT,COM,"Reg. (EC) No 839/2008, Reg. (EU) 2016/1015, Reg. (EU) No 2023/710",,,,0.005 mg/kg bw/day,Dir 08/107,,0.01 mg/kg bw,Dir 08/107,,0.005 mg/kg bw/day,Dir 08/107,,,,,,,,"Acute Tox. 4 - H302, Aquatic Chronic 2 - H411, Carc. 2 - H351",,HB
150,Tralomethrin,66841-25-6,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,IN
1535,Transfluthrin,118712-89-3,Not approved,,,,<p>Transfluthrin was approved as an existing active substance for use in biocidal products - see Reg. (EU) 2014/407.</p>,,,,,,,,,,,,,,,,,,,,,,,,,OT
154,Tri-allate,2303-17-5,Approved,1/1/2010,31/03/2027,"2009/77/EC, Reg. (EU) 2018/155, Reg. (EU) 2021/1449, Reg. (EU) 2022/1480, Reg. (EU) 2023/2592, Reg. (EU) No 540/2011","<p><a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1504172726994&uri=CELEX:32017R0555"" rel=""noopener noreferrer"" target=""_blank"">The original RMS was UK</a></p>",NL,CZ,EFSA,Reg. (EC) No 149/2008,two PBT criteria,,,0.025 mg/kg bw/day,Dir 09/77,,0.6 mg/kg bw,Dir 09/77,,0.032 mg/kg bw/day,Dir 09/77,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, STOT RE 2 - H373, Skin Sens. 1 - H317","BE, EL, ES, IE, IT, NL, PT",
152,Triadimefon,43121-43-3,Not approved,,,2004/129/EC,,,,,Reg. (EU) 2017/627,,,,0.03 mg/kg bw/day,JMPR 2004,,0.08 mg/kg bw,JMPR 2004,,Not Applicable, ,,,,,,,,"Acute Tox. 4 - H302, Aquatic Chronic 2 - H411, Skin Sens. 1 - H317",,FU
153,Triadimenol,55219-65-3,Not approved,1/9/2009,31/08/2019,"2008/125, Reg. (EU) 2022/801, Reg. (EU) No 540/2011",,ES,LV,COM,"Reg. (EC) No 149/2008, Reg. (EC) No 459/2010, Reg. (EU) 2017/627, Reg. (EU) 2023/377",,,,0.05 mg/kg bw/day,EFSA 08,,0.05 mg/kg bw,EFSA 08,,0.05 mg/kg bw/day,Dir 08/125,,,,,,,,"Acute Tox. 4 - H302, Aquatic Chronic 2 - H411, Lact. - H362, Repr. 1B - H360",,FU
155,Triapenthenol,76608-88-3,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,PG
1006,Triasulfuron,82097-50-5,Not approved,,,"00/66/EC, 2010/77/EU, Reg (EU) 2015/408, Reg. (EU) 2015/1885, Reg. (EU) 2016/864, Reg. (EU) No 540/2011",<p>two PBT criteria</p><p><br></p>,FR,DK,,"Reg. (EC) No 149/2008, Reg. (EU) 2019/1792, Reg. (EU) No 559/2011",,,,Not Applicable,Reg (EU) 2016/864,Not set due to insufficient data,Not Applicable,Reg (EU) 2016/864,Not set due to insufficient data,Not Applicable,Reg (EU) 2016/864,Not set due to insufficient data,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,HB
156,Triazamate,112143-82-5,Not approved,,,2005/487,,,,,,,,,,,,,,,,,,,,,,,,,,IN
157,Triazbutyl,16227-10-4,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,FU
158,Triazophos,24017-47-8,Not approved,,,,<p>Essential use</p>,,,,"Reg. (EC) No 149/2008, Reg. (EU) 2017/626, Reg. (EU) No 441/2012",,,,,,,,,,,,,,,,,,,"Acute Tox. 3 - H301, Acute Tox. 3 - H331, Acute Tox. 4 - H312, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,"AC,IN"
159,Triazoxide,72459-58-6,Not approved,1/10/2011,30/09/2021,"2009/860/EC, Reg. (EU) 2022/801, Reg. (EU) No 807/2011",,DE,SK,COM,"Reg. (EU) 2020/785, Reg. (EU) 2024/1076",low ADI / ARfD / AOEL,,,0.0002 mg/kg bw/day,EFSA 11,,0.015 mg/kg bw,EFSA 11,,0.001 mg/kg bw/day,EFSA 11,,,,,,,,,,FU
1222,Tribasic copper sulphate,12527-76-3,Approved,1/1/2019,31/12/2025,"2009/37/EC, Reg. (EU) No 2018/1981, Reg. (EU) No 232/2015, Reg. (EU) No 540/2011, Reg.(EU) No 84/2018",<p>Other CAS n° : 1333-22-8 </p>,IT,PL,EFSA,Reg. (EC) No 149/2008,two PBT criteria,,,Not Applicable, ,,Not Applicable, ,,Not Applicable, ,,,,,,,,,"AT, BG, CY, CZ, DE, EL, ES, HR, HU, IT, MT, PL, PT, RO, SI, SK",
160,Tribenuron (aka metometuron),106040-48-6,Approved,1/2/2019,30/01/2034,"05/54/EC, Reg. (EU) No 2017/1511, Reg. (EU) No 2018/1262, Reg. (EU) No 2018/1913, Reg. (EU) No 533/2013, Reg. (EU) No 540/2011",<p>RMS responsible for the last approval: SE</p><p>Co-RMS responsible for the last approval: LV</p>,FR,SE,EFSA,"Reg. (EC) No 149/2008, Reg. (EU) 2015/1040",,,,0.01 mg/kg bw/day,Reg. (EU) 2018/1913,,0.2 mg/kg bw,Reg. (EU) 2018/1913,,0.05 mg/kg bw/day,Reg. (EU) 2018/1913,,,,,,,,"Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Skin Sens. 1 - H317","AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK",
161,"Tribufos (s,s,s-tributyl-phosphorotrithioate)",78-48-8,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,,,PG
162,Tricalcium phosphate,10103-46-5,Not approved,,,2007/442,,,,,,,,,,,,,,,,,,,,,,,,,,RO
163,Trichlorfon,52-68-6,Not approved,,,2007/356,,,,,"Reg. (EC) No 149/2008, Reg. (EU) No 899/2012",,,,0.045 mg/kg bw/day,DAR,,0.1 mg/kg bw,DAR,,0.09 mg/kg bw/day,DAR,,,,,,,,"Acute Tox. 4 - H302, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410, Skin Sens. 1 - H317",,IN
164,Trichloronat,327-98-0,Not approved,,,2002/2076,,,,,,,,,,,,,,,,,,,,,,,,"Acute Tox. 2 - H300, Acute Tox. 3 - H311, Aquatic Acute 1 - H400, Aquatic Chronic 1 - H410",,IN
